Script started...

[Seed 42] Loading data...
Training Full DLC (SOTA) from scratch (Seed 42)
[Full DLC (SOTA)] Epoch 5/50 | loss_total=0.9266 recon=0.0382 hsic=0.0203 pred=0.3482
[Full DLC (SOTA)] Epoch 10/50 | loss_total=0.8961 recon=0.0131 hsic=0.0200 pred=0.3478
[Full DLC (SOTA)] Epoch 15/50 | loss_total=0.8798 recon=0.0098 hsic=0.0194 pred=0.3440
[Full DLC (SOTA)] Epoch 20/50 | loss_total=0.8792 recon=0.0080 hsic=0.0189 pred=0.3439
[Full DLC (SOTA)] Epoch 25/50 | loss_total=0.8639 recon=0.0063 hsic=0.0186 pred=0.3399
[Full DLC (SOTA)] Epoch 30/50 | loss_total=0.8587 recon=0.0061 hsic=0.0184 pred=0.3381
[Full DLC (SOTA)] Epoch 35/50 | loss_total=0.8520 recon=0.0061 hsic=0.0182 pred=0.3354
[Full DLC (SOTA)] Epoch 40/50 | loss_total=0.8527 recon=0.0061 hsic=0.0181 pred=0.3353
[Full DLC (SOTA)] Epoch 45/50 | loss_total=0.8407 recon=0.0055 hsic=0.0181 pred=0.3306
[Full DLC (SOTA)] Epoch 50/50 | loss_total=0.8353 recon=0.0054 hsic=0.0181 pred=0.3289
[w/o HGNN] Epoch 5/50 | loss_total=0.9916 recon=0.1358 hsic=0.0167 pred=0.3399
[w/o HGNN] Epoch 10/50 | loss_total=0.8697 recon=0.0419 hsic=0.0200 pred=0.3288
[w/o HGNN] Epoch 15/50 | loss_total=0.8219 recon=0.0261 hsic=0.0209 pred=0.3150
[w/o HGNN] Epoch 20/50 | loss_total=0.7790 recon=0.0217 hsic=0.0208 pred=0.2966
[w/o HGNN] Epoch 25/50 | loss_total=0.6982 recon=0.0164 hsic=0.0206 pred=0.2673
[w/o HGNN] Epoch 30/50 | loss_total=0.6467 recon=0.0151 hsic=0.0205 pred=0.2462
[w/o HGNN] Epoch 35/50 | loss_total=0.6210 recon=0.0143 hsic=0.0203 pred=0.2341
[w/o HGNN] Epoch 40/50 | loss_total=0.5772 recon=0.0133 hsic=0.0202 pred=0.2178
[w/o HGNN] Epoch 45/50 | loss_total=0.5412 recon=0.0118 hsic=0.0200 pred=0.2023
[w/o HGNN] Epoch 50/50 | loss_total=0.5147 recon=0.0113 hsic=0.0199 pred=0.1929
[w/o VAE] Epoch 5/50 | loss_total=0.9263 recon=0.0295 hsic=0.0225 pred=0.3488
[w/o VAE] Epoch 10/50 | loss_total=0.8962 recon=0.0113 hsic=0.0219 pred=0.3488
[w/o VAE] Epoch 15/50 | loss_total=0.8783 recon=0.0081 hsic=0.0213 pred=0.3443
[w/o VAE] Epoch 20/50 | loss_total=0.8765 recon=0.0068 hsic=0.0209 pred=0.3437
[w/o VAE] Epoch 25/50 | loss_total=0.8603 recon=0.0056 hsic=0.0204 pred=0.3395
[w/o VAE] Epoch 30/50 | loss_total=0.8518 recon=0.0057 hsic=0.0200 pred=0.3360
[w/o VAE] Epoch 35/50 | loss_total=0.8407 recon=0.0056 hsic=0.0196 pred=0.3314
[w/o VAE] Epoch 40/50 | loss_total=0.8348 recon=0.0057 hsic=0.0195 pred=0.3291
[w/o VAE] Epoch 45/50 | loss_total=0.8176 recon=0.0048 hsic=0.0194 pred=0.3226
