Script started...

[Seed 42] Loading data...
Training w/o HGNN teacher for distillation (Seed 42)
[w/o HGNN (Teacher)] Epoch 5/45 | loss_total=1.5824 recon=0.2293 hsic=0.0162 pred=0.3371 distill=0.0000
[w/o VAE] Val@Ep32 | score=1003.8249 AUC=0.8113 Acc=0.8274 F1=0.5932 PEHE=0.0429 dCATE=0.1919 Sens=0.0323 thr=0.21 feasible=1
[w/o VAE] Epoch 35/45 | loss_total=1.2909 recon=0.0076 hsic=0.0204 pred=0.3188 distill=0.0000
[w/o VAE] Val@Ep36 | score=1003.8035 AUC=0.8089 Acc=0.8341 F1=0.5779 PEHE=0.0509 dCATE=0.1820 Sens=0.0314 thr=0.24 feasible=1
[w/o VAE] Val@Ep40 | score=1003.7726 AUC=0.8093 Acc=0.8252 F1=0.5768 PEHE=0.0335 dCATE=0.1525 Sens=0.0391 thr=0.15 feasible=1
[w/o VAE] Epoch 40/45 | loss_total=1.2633 recon=0.0078 hsic=0.0202 pred=0.3120 distill=0.0000
[w/o VAE] Val@Ep44 | score=1003.7972 AUC=0.8069 Acc=0.8363 F1=0.5882 PEHE=0.0427 dCATE=0.1593 Sens=0.0473 thr=0.18 feasible=1
[w/o VAE] Epoch 45/45 | loss_total=1.2440 recon=0.0068 hsic=0.0203 pred=0.3073 distill=0.0000
[w/o VAE] Restored best checkpoint at epoch 16 (score=1003.8895, thr=0.28)

[Seed 44] Loading data...
Training w/o HGNN teacher for distillation (Seed 44)
[w/o HGNN (Teacher)] Epoch 5/45 | loss_total=1.5841 recon=0.2281 hsic=0.0162 pred=0.3379 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep8 | score=1003.7809 AUC=0.7916 Acc=0.8385 F1=0.5646 PEHE=0.0335 dCATE=0.1557 Sens=0.0187 thr=0.28 feasible=1
[w/o HGNN (Teacher)] Epoch 10/45 | loss_total=1.3654 recon=0.0619 hsic=0.0183 pred=0.3242 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep12 | score=1003.7118 AUC=0.7863 Acc=0.8207 F1=0.5565 PEHE=0.0424 dCATE=0.1795 Sens=0.0399 thr=0.28 feasible=1
[w/o HGNN (Teacher)] Epoch 15/45 | loss_total=1.2739 recon=0.0369 hsic=0.0207 pred=0.3074 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep16 | score=1003.6063 AUC=0.7725 Acc=0.8107 F1=0.5430 PEHE=0.0601 dCATE=0.1479 Sens=0.0504 thr=0.20 feasible=1
[w/o HGNN (Teacher)] Val@Ep20 | score=1003.6010 AUC=0.7487 Acc=0.8274 F1=0.5481 PEHE=0.0719 dCATE=0.1719 Sens=0.0715 thr=0.27 feasible=1
[w/o HGNN (Teacher)] Epoch 20/45 | loss_total=1.1826 recon=0.0301 hsic=0.0219 pred=0.2848 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep24 | score=1003.5305 AUC=0.7211 Acc=0.8318 F1=0.5354 PEHE=0.0864 dCATE=0.1757 Sens=0.0863 thr=0.26 feasible=1
[w/o HGNN (Teacher)] Epoch 25/45 | loss_total=1.0616 recon=0.0241 hsic=0.0221 pred=0.2550 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep28 | score=1003.3351 AUC=0.6922 Acc=0.8073 F1=0.4836 PEHE=0.0970 dCATE=0.1817 Sens=0.1159 thr=0.26 feasible=1
[w/o HGNN (Teacher)] Epoch 30/45 | loss_total=0.9745 recon=0.0213 hsic=0.0222 pred=0.2338 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep32 | score=1003.2563 AUC=0.6967 Acc=0.7739 F1=0.4835 PEHE=0.1071 dCATE=0.1660 Sens=0.1073 thr=0.16 feasible=1
[w/o HGNN (Teacher)] Epoch 35/45 | loss_total=0.9196 recon=0.0202 hsic=0.0223 pred=0.2197 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep36 | score=0.6987 AUC=0.6831 Acc=0.7673 F1=0.4682 PEHE=0.1156 dCATE=0.1770 Sens=0.1338 thr=0.19 feasible=0
[w/o HGNN (Teacher)] Val@Ep40 | score=1003.3121 AUC=0.6718 Acc=0.8218 F1=0.4872 PEHE=0.1130 dCATE=0.1602 Sens=0.1176 thr=0.31 feasible=1
[w/o HGNN (Teacher)] Epoch 40/45 | loss_total=0.8540 recon=0.0185 hsic=0.0223 pred=0.2026 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep44 | score=2.0417 AUC=0.6611 Acc=0.7739 F1=0.4587 PEHE=0.1226 dCATE=0.1814 Sens=0.1236 thr=0.16 feasible=0
[w/o HGNN (Teacher)] Epoch 45/45 | loss_total=0.7974 recon=0.0167 hsic=0.0221 pred=0.1901 distill=0.0000
[w/o HGNN (Teacher)] Restored best checkpoint at epoch 8 (score=1003.7809, thr=0.28)
Training w/o HSIC teacher for dual distillation (Seed 44)
[w/o HSIC (Teacher)] Epoch 5/45 | loss_total=1.4734 recon=0.0555 hsic=0.0210 pred=0.3490 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep8 | score=1003.7745 AUC=0.8077 Acc=0.8363 F1=0.5664 PEHE=0.0605 dCATE=0.1352 Sens=0.0069 thr=0.26 feasible=1
[w/o HSIC (Teacher)] Epoch 10/45 | loss_total=1.4187 recon=0.0162 hsic=0.0206 pred=0.3473 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep12 | score=1003.7695 AUC=0.8013 Acc=0.8385 F1=0.5593 PEHE=0.0560 dCATE=0.1459 Sens=0.0096 thr=0.33 feasible=1
[w/o HSIC (Teacher)] Epoch 15/45 | loss_total=1.3982 recon=0.0122 hsic=0.0199 pred=0.3429 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep16 | score=1003.8020 AUC=0.8072 Acc=0.8474 F1=0.5678 PEHE=0.0681 dCATE=0.1562 Sens=0.0125 thr=0.35 feasible=1
[w/o HSIC (Teacher)] Val@Ep20 | score=1003.7787 AUC=0.8095 Acc=0.8419 F1=0.5723 PEHE=0.0774 dCATE=0.1389 Sens=0.0131 thr=0.25 feasible=1
[w/o HSIC (Teacher)] Epoch 20/45 | loss_total=1.3699 recon=0.0112 hsic=0.0193 pred=0.3372 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep24 | score=1003.7691 AUC=0.8074 Acc=0.8318 F1=0.5673 PEHE=0.0593 dCATE=0.1492 Sens=0.0142 thr=0.23 feasible=1
[w/o HSIC (Teacher)] Epoch 25/45 | loss_total=1.3552 recon=0.0086 hsic=0.0195 pred=0.3344 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep28 | score=1003.7656 AUC=0.8075 Acc=0.8307 F1=0.5682 PEHE=0.0614 dCATE=0.1531 Sens=0.0175 thr=0.24 feasible=1
[w/o HSIC (Teacher)] Epoch 30/45 | loss_total=1.3402 recon=0.0090 hsic=0.0196 pred=0.3309 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep32 | score=1003.7704 AUC=0.8056 Acc=0.8396 F1=0.5689 PEHE=0.0477 dCATE=0.1108 Sens=0.0151 thr=0.21 feasible=1
[w/o HSIC (Teacher)] Epoch 35/45 | loss_total=1.3242 recon=0.0090 hsic=0.0198 pred=0.3268 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep36 | score=1003.7693 AUC=0.8054 Acc=0.8374 F1=0.5629 PEHE=0.0479 dCATE=0.1377 Sens=0.0211 thr=0.21 feasible=1
[w/o HSIC (Teacher)] Val@Ep40 | score=1003.7487 AUC=0.8046 Acc=0.8341 F1=0.5630 PEHE=0.0574 dCATE=0.1340 Sens=0.0227 thr=0.19 feasible=1
[w/o HSIC (Teacher)] Epoch 40/45 | loss_total=1.3033 recon=0.0095 hsic=0.0197 pred=0.3212 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep44 | score=1003.6851 AUC=0.8052 Acc=0.8018 F1=0.5659 PEHE=0.0644 dCATE=0.1572 Sens=0.0291 thr=0.16 feasible=1
[w/o HSIC (Teacher)] Epoch 45/45 | loss_total=1.2776 recon=0.0083 hsic=0.0197 pred=0.3154 distill=0.0000
[w/o HSIC (Teacher)] Restored best checkpoint at epoch 16 (score=1003.8020, thr=0.35)
Training Full DLC (SOTA) from scratch (Seed 44)
[Full DLC (SOTA)] Epoch 5/65 | loss_total=2.5469 recon=0.0630 hsic=0.0208 pred=0.3462 distill=0.3371
[Full DLC (SOTA)] Val@Ep8 | score=1003.7653 AUC=0.8075 Acc=0.8374 F1=0.5629 PEHE=0.0501 dCATE=0.1121 Sens=0.0083 thr=0.28 feasible=1
[Full DLC (SOTA)] Epoch 10/65 | loss_total=2.4447 recon=0.0214 hsic=0.0203 pred=0.3441 distill=0.3335
[Full DLC (SOTA)] Val@Ep12 | score=1003.8045 AUC=0.8065 Acc=0.8363 F1=0.5638 PEHE=0.0310 dCATE=0.1566 Sens=0.0129 thr=0.29 feasible=1
[Full DLC (SOTA)] Epoch 15/65 | loss_total=2.3806 recon=0.0142 hsic=0.0202 pred=0.3385 distill=0.3330
[Full DLC (SOTA)] Val@Ep16 | score=1003.8301 AUC=0.8060 Acc=0.8430 F1=0.5662 PEHE=0.0220 dCATE=0.1592 Sens=0.0142 thr=0.31 feasible=1
[Full DLC (SOTA)] Val@Ep20 | score=1003.8068 AUC=0.8097 Acc=0.8352 F1=0.5771 PEHE=0.0329 dCATE=0.1354 Sens=0.0148 thr=0.22 feasible=1
[Full DLC (SOTA)] Epoch 20/65 | loss_total=2.3223 recon=0.0138 hsic=0.0194 pred=0.3303 distill=0.3329
[Full DLC (SOTA)] Val@Ep24 | score=1003.7531 AUC=0.8081 Acc=0.8107 F1=0.5729 PEHE=0.0195 dCATE=0.1382 Sens=0.0213 thr=0.18 feasible=1
[Full DLC (SOTA)] Epoch 25/65 | loss_total=2.2771 recon=0.0112 hsic=0.0195 pred=0.3236 distill=0.3353
[Full DLC (SOTA)] Val@Ep28 | score=1003.7860 AUC=0.8066 Acc=0.8241 F1=0.5775 PEHE=0.0195 dCATE=0.1510 Sens=0.0309 thr=0.22 feasible=1
[Full DLC (SOTA)] Epoch 30/65 | loss_total=2.2466 recon=0.0110 hsic=0.0192 pred=0.3186 distill=0.3376
[Full DLC (SOTA)] Val@Ep32 | score=1003.7598 AUC=0.8058 Acc=0.8274 F1=0.5753 PEHE=0.0235 dCATE=0.1057 Sens=0.0271 thr=0.18 feasible=1
[Full DLC (SOTA)] Epoch 35/65 | loss_total=2.2238 recon=0.0102 hsic=0.0193 pred=0.3149 distill=0.3409
[Full DLC (SOTA)] Val@Ep36 | score=1003.7776 AUC=0.8056 Acc=0.8296 F1=0.5854 PEHE=0.0268 dCATE=0.1196 Sens=0.0336 thr=0.18 feasible=1
[Full DLC (SOTA)] Val@Ep40 | score=1003.7435 AUC=0.8044 Acc=0.8196 F1=0.5737 PEHE=0.0248 dCATE=0.1262 Sens=0.0351 thr=0.17 feasible=1
[Full DLC (SOTA)] Epoch 40/65 | loss_total=2.1881 recon=0.0100 hsic=0.0190 pred=0.3083 distill=0.3462
[Full DLC (SOTA)] Val@Ep44 | score=1003.7939 AUC=0.8048 Acc=0.8374 F1=0.5805 PEHE=0.0242 dCATE=0.1372 Sens=0.0415 thr=0.19 feasible=1
[Full DLC (SOTA)] Epoch 45/65 | loss_total=2.1431 recon=0.0091 hsic=0.0189 pred=0.3018 distill=0.3505
[Full DLC (SOTA)] Val@Ep48 | score=1003.8177 AUC=0.8047 Acc=0.8396 F1=0.5862 PEHE=0.0328 dCATE=0.1780 Sens=0.0494 thr=0.22 feasible=1
[Full DLC (SOTA)] Epoch 50/65 | loss_total=2.1165 recon=0.0091 hsic=0.0190 pred=0.2972 distill=0.3528
[Full DLC (SOTA)] Val@Ep52 | score=1003.7966 AUC=0.8037 Acc=0.8374 F1=0.5876 PEHE=0.0260 dCATE=0.1408 Sens=0.0478 thr=0.19 feasible=1
[Full DLC (SOTA)] Epoch 55/65 | loss_total=2.1022 recon=0.0090 hsic=0.0189 pred=0.2947 distill=0.3580
[Full DLC (SOTA)] Val@Ep56 | score=1003.8028 AUC=0.8028 Acc=0.8396 F1=0.5838 PEHE=0.0344 dCATE=0.1678 Sens=0.0507 thr=0.20 feasible=1
[Full DLC (SOTA)] Val@Ep60 | score=1003.7636 AUC=0.8022 Acc=0.8330 F1=0.5763 PEHE=0.0300 dCATE=0.1479 Sens=0.0559 thr=0.18 feasible=1
[Full DLC (SOTA)] Epoch 60/65 | loss_total=2.0788 recon=0.0088 hsic=0.0190 pred=0.2904 distill=0.3617
[Full DLC (SOTA)] Val@Ep64 | score=1003.7574 AUC=0.7998 Acc=0.8318 F1=0.5746 PEHE=0.0293 dCATE=0.1470 Sens=0.0541 thr=0.17 feasible=1
[Full DLC (SOTA)] Early stop at epoch 64 (best_epoch=16, best_score=1003.8301)
[Full DLC (SOTA)] Restored best checkpoint at epoch 16 (score=1003.8301, thr=0.31)
[w/o VAE] Epoch 5/45 | loss_total=1.4601 recon=0.0331 hsic=0.0236 pred=0.3500 distill=0.0000
[w/o VAE] Val@Ep8 | score=1003.8014 AUC=0.8088 Acc=0.8486 F1=0.5696 PEHE=0.0686 dCATE=0.1387 Sens=0.0079 thr=0.31 feasible=1
[w/o VAE] Epoch 10/45 | loss_total=1.4166 recon=0.0145 hsic=0.0221 pred=0.3473 distill=0.0000
[w/o VAE] Val@Ep12 | score=1003.7848 AUC=0.8033 Acc=0.8430 F1=0.5635 PEHE=0.0593 dCATE=0.1461 Sens=0.0095 thr=0.37 feasible=1
[w/o VAE] Epoch 15/45 | loss_total=1.3943 recon=0.0117 hsic=0.0210 pred=0.3423 distill=0.0000
[w/o VAE] Val@Ep16 | score=1003.7799 AUC=0.8086 Acc=0.8341 F1=0.5706 PEHE=0.0645 dCATE=0.1544 Sens=0.0130 thr=0.29 feasible=1
[w/o VAE] Val@Ep20 | score=1003.8020 AUC=0.8097 Acc=0.8497 F1=0.5714 PEHE=0.0645 dCATE=0.1361 Sens=0.0163 thr=0.28 feasible=1
[w/o VAE] Epoch 20/45 | loss_total=1.3600 recon=0.0109 hsic=0.0200 pred=0.3346 distill=0.0000
[w/o VAE] Val@Ep24 | score=1003.7457 AUC=0.8065 Acc=0.8285 F1=0.5625 PEHE=0.0526 dCATE=0.1369 Sens=0.0216 thr=0.22 feasible=1
[w/o VAE] Epoch 25/45 | loss_total=1.3302 recon=0.0082 hsic=0.0201 pred=0.3284 distill=0.0000
[w/o VAE] Val@Ep28 | score=1003.7302 AUC=0.8072 Acc=0.8196 F1=0.5668 PEHE=0.0599 dCATE=0.1518 Sens=0.0278 thr=0.21 feasible=1
[w/o VAE] Epoch 30/45 | loss_total=1.3135 recon=0.0079 hsic=0.0201 pred=0.3244 distill=0.0000
[w/o VAE] Val@Ep32 | score=1003.7394 AUC=0.8067 Acc=0.8285 F1=0.5674 PEHE=0.0582 dCATE=0.1272 Sens=0.0232 thr=0.18 feasible=1
[w/o VAE] Epoch 35/45 | loss_total=1.2979 recon=0.0080 hsic=0.0202 pred=0.3206 distill=0.0000
[w/o VAE] Val@Ep36 | score=1003.6906 AUC=0.8043 Acc=0.8096 F1=0.5558 PEHE=0.0442 dCATE=0.1388 Sens=0.0331 thr=0.16 feasible=1
[w/o VAE] Val@Ep40 | score=1003.7006 AUC=0.8042 Acc=0.8151 F1=0.5561 PEHE=0.0416 dCATE=0.1304 Sens=0.0324 thr=0.16 feasible=1
[w/o VAE] Epoch 40/45 | loss_total=1.2743 recon=0.0075 hsic=0.0201 pred=0.3149 distill=0.0000
[w/o VAE] Val@Ep44 | score=1003.6790 AUC=0.8046 Acc=0.8073 F1=0.5598 PEHE=0.0557 dCATE=0.1411 Sens=0.0369 thr=0.14 feasible=1
[w/o VAE] Epoch 45/45 | loss_total=1.2487 recon=0.0068 hsic=0.0200 pred=0.3088 distill=0.0000
[w/o VAE] Restored best checkpoint at epoch 20 (score=1003.8020, thr=0.28)

[Seed 45] Loading data...
Training w/o HGNN teacher for distillation (Seed 45)
[w/o HGNN (Teacher)] Epoch 5/45 | loss_total=1.6071 recon=0.2360 hsic=0.0162 pred=0.3411 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep8 | score=1003.9771 AUC=0.8218 Acc=0.8675 F1=0.6338 PEHE=0.0400 dCATE=0.1792 Sens=0.0305 thr=0.29 feasible=1
[w/o HGNN (Teacher)] Epoch 10/45 | loss_total=1.3930 recon=0.0729 hsic=0.0183 pred=0.3281 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep12 | score=1003.8873 AUC=0.8181 Acc=0.8552 F1=0.6131 PEHE=0.0511 dCATE=0.1535 Sens=0.0348 thr=0.22 feasible=1
[w/o HGNN (Teacher)] Epoch 15/45 | loss_total=1.2932 recon=0.0396 hsic=0.0207 pred=0.3111 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep16 | score=1003.8914 AUC=0.8182 Acc=0.8641 F1=0.6211 PEHE=0.0684 dCATE=0.1572 Sens=0.0491 thr=0.30 feasible=1
[w/o HGNN (Teacher)] Val@Ep20 | score=1003.7606 AUC=0.7959 Acc=0.8586 F1=0.5890 PEHE=0.0915 dCATE=0.1464 Sens=0.0676 thr=0.37 feasible=1
[w/o HGNN (Teacher)] Epoch 20/45 | loss_total=1.2003 recon=0.0305 hsic=0.0217 pred=0.2891 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep24 | score=1003.6915 AUC=0.7731 Acc=0.8552 F1=0.5833 PEHE=0.0897 dCATE=0.1329 Sens=0.0833 thr=0.31 feasible=1
[w/o HGNN (Teacher)] Epoch 25/45 | loss_total=1.0751 recon=0.0239 hsic=0.0222 pred=0.2572 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep28 | score=1003.6043 AUC=0.7696 Acc=0.8452 F1=0.5443 PEHE=0.1114 dCATE=0.1661 Sens=0.0959 thr=0.36 feasible=1
[w/o HGNN (Teacher)] Epoch 30/45 | loss_total=1.0058 recon=0.0221 hsic=0.0222 pred=0.2406 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep32 | score=1003.6073 AUC=0.7459 Acc=0.8508 F1=0.5592 PEHE=0.1110 dCATE=0.1782 Sens=0.0988 thr=0.38 feasible=1
[w/o HGNN (Teacher)] Epoch 35/45 | loss_total=0.9268 recon=0.0201 hsic=0.0224 pred=0.2201 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep36 | score=1.0864 AUC=0.7250 Acc=0.8452 F1=0.5413 PEHE=0.1315 dCATE=0.1638 Sens=0.1218 thr=0.43 feasible=0
[w/o HGNN (Teacher)] Val@Ep40 | score=-0.5656 AUC=0.7191 Acc=0.8352 F1=0.5460 PEHE=0.1281 dCATE=0.1495 Sens=0.1342 thr=0.37 feasible=0
[w/o HGNN (Teacher)] Epoch 40/45 | loss_total=0.8990 recon=0.0191 hsic=0.0225 pred=0.2113 distill=0.0000
[w/o HGNN (Teacher)] Val@Ep44 | score=-0.0136 AUC=0.7061 Acc=0.8497 F1=0.5196 PEHE=0.1295 dCATE=0.1685 Sens=0.1298 thr=0.55 feasible=0
[w/o HGNN (Teacher)] Epoch 45/45 | loss_total=0.7960 recon=0.0166 hsic=0.0226 pred=0.1881 distill=0.0000
[w/o HGNN (Teacher)] Restored best checkpoint at epoch 8 (score=1003.9771, thr=0.29)
Training w/o HSIC teacher for dual distillation (Seed 45)
[w/o HSIC (Teacher)] Epoch 5/45 | loss_total=1.4611 recon=0.0472 hsic=0.0206 pred=0.3491 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep8 | score=1003.9379 AUC=0.8245 Acc=0.8597 F1=0.6400 PEHE=0.0496 dCATE=0.1076 Sens=0.0069 thr=0.26 feasible=1
[w/o HSIC (Teacher)] Epoch 10/45 | loss_total=1.4117 recon=0.0161 hsic=0.0207 pred=0.3454 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep12 | score=1003.9514 AUC=0.8244 Acc=0.8641 F1=0.6412 PEHE=0.0616 dCATE=0.1322 Sens=0.0100 thr=0.30 feasible=1
[w/o HSIC (Teacher)] Epoch 15/45 | loss_total=1.3943 recon=0.0125 hsic=0.0203 pred=0.3415 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep16 | score=1003.9894 AUC=0.8266 Acc=0.8719 F1=0.6526 PEHE=0.0537 dCATE=0.1281 Sens=0.0119 thr=0.27 feasible=1
[w/o HSIC (Teacher)] Val@Ep20 | score=1003.9053 AUC=0.8289 Acc=0.8508 F1=0.6236 PEHE=0.0634 dCATE=0.1438 Sens=0.0171 thr=0.22 feasible=1
[w/o HSIC (Teacher)] Epoch 20/45 | loss_total=1.3814 recon=0.0116 hsic=0.0201 pred=0.3402 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep24 | score=1003.9656 AUC=0.8260 Acc=0.8653 F1=0.6409 PEHE=0.0541 dCATE=0.1480 Sens=0.0182 thr=0.24 feasible=1
[w/o HSIC (Teacher)] Epoch 25/45 | loss_total=1.3477 recon=0.0090 hsic=0.0200 pred=0.3326 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep28 | score=1003.9413 AUC=0.8261 Acc=0.8630 F1=0.6306 PEHE=0.0440 dCATE=0.1301 Sens=0.0222 thr=0.24 feasible=1
[w/o HSIC (Teacher)] Epoch 30/45 | loss_total=1.3252 recon=0.0093 hsic=0.0198 pred=0.3269 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep32 | score=1003.9282 AUC=0.8255 Acc=0.8641 F1=0.6235 PEHE=0.0493 dCATE=0.1391 Sens=0.0293 thr=0.25 feasible=1
[w/o HSIC (Teacher)] Epoch 35/45 | loss_total=1.3157 recon=0.0091 hsic=0.0197 pred=0.3245 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep36 | score=1003.8755 AUC=0.8248 Acc=0.8486 F1=0.6092 PEHE=0.0648 dCATE=0.1701 Sens=0.0350 thr=0.23 feasible=1
[w/o HSIC (Teacher)] Val@Ep40 | score=1003.8832 AUC=0.8204 Acc=0.8619 F1=0.6051 PEHE=0.0615 dCATE=0.1688 Sens=0.0484 thr=0.36 feasible=1
[w/o HSIC (Teacher)] Epoch 40/45 | loss_total=1.2824 recon=0.0087 hsic=0.0197 pred=0.3164 distill=0.0000
[w/o HSIC (Teacher)] Val@Ep44 | score=1003.8682 AUC=0.8195 Acc=0.8597 F1=0.6062 PEHE=0.0558 dCATE=0.1574 Sens=0.0573 thr=0.36 feasible=1
[w/o HSIC (Teacher)] Epoch 45/45 | loss_total=1.2518 recon=0.0074 hsic=0.0197 pred=0.3090 distill=0.0000
[w/o HSIC (Teacher)] Restored best checkpoint at epoch 16 (score=1003.9894, thr=0.27)
Training Full DLC (SOTA) from scratch (Seed 45)
[Full DLC (SOTA)] Epoch 5/65 | loss_total=2.5210 recon=0.0469 hsic=0.0210 pred=0.3461 distill=0.3364
[Full DLC (SOTA)] Val@Ep8 | score=0.6238 AUC=0.8252 Acc=0.8508 F1=0.6278 PEHE=0.0339 dCATE=0.0818 Sens=0.0060 thr=0.26 feasible=0
[Full DLC (SOTA)] Epoch 10/65 | loss_total=2.4481 recon=0.0204 hsic=0.0214 pred=0.3438 distill=0.3341
[Full DLC (SOTA)] Val@Ep12 | score=1003.9590 AUC=0.8266 Acc=0.8597 F1=0.6400 PEHE=0.0390 dCATE=0.1213 Sens=0.0073 thr=0.29 feasible=1
[Full DLC (SOTA)] Epoch 15/65 | loss_total=2.3979 recon=0.0161 hsic=0.0212 pred=0.3396 distill=0.3329
[Full DLC (SOTA)] Val@Ep16 | score=1004.0172 AUC=0.8309 Acc=0.8697 F1=0.6549 PEHE=0.0263 dCATE=0.1230 Sens=0.0097 thr=0.25 feasible=1
[Full DLC (SOTA)] Val@Ep20 | score=1004.0051 AUC=0.8311 Acc=0.8664 F1=0.6491 PEHE=0.0325 dCATE=0.1446 Sens=0.0163 thr=0.24 feasible=1
[Full DLC (SOTA)] Epoch 20/65 | loss_total=2.3680 recon=0.0142 hsic=0.0207 pred=0.3368 distill=0.3311
[Full DLC (SOTA)] Val@Ep24 | score=1003.9991 AUC=0.8287 Acc=0.8630 F1=0.6496 PEHE=0.0296 dCATE=0.1524 Sens=0.0200 thr=0.23 feasible=1
[Full DLC (SOTA)] Epoch 25/65 | loss_total=2.2966 recon=0.0118 hsic=0.0207 pred=0.3264 distill=0.3336
[Full DLC (SOTA)] Val@Ep28 | score=1003.9197 AUC=0.8302 Acc=0.8508 F1=0.6278 PEHE=0.0280 dCATE=0.1184 Sens=0.0262 thr=0.21 feasible=1
[Full DLC (SOTA)] Epoch 30/65 | loss_total=2.2459 recon=0.0114 hsic=0.0207 pred=0.3178 distill=0.3380
[Full DLC (SOTA)] Val@Ep32 | score=1003.9060 AUC=0.8288 Acc=0.8497 F1=0.6110 PEHE=0.0271 dCATE=0.1384 Sens=0.0276 thr=0.21 feasible=1
[Full DLC (SOTA)] Epoch 35/65 | loss_total=2.2302 recon=0.0113 hsic=0.0207 pred=0.3148 distill=0.3443
[Full DLC (SOTA)] Val@Ep36 | score=1003.8879 AUC=0.8239 Acc=0.8441 F1=0.6111 PEHE=0.0328 dCATE=0.1580 Sens=0.0349 thr=0.21 feasible=1
[Full DLC (SOTA)] Val@Ep40 | score=1003.8346 AUC=0.8230 Acc=0.8363 F1=0.5950 PEHE=0.0292 dCATE=0.1385 Sens=0.0400 thr=0.21 feasible=1
[Full DLC (SOTA)] Epoch 40/65 | loss_total=2.1754 recon=0.0108 hsic=0.0205 pred=0.3056 distill=0.3524
[Full DLC (SOTA)] Val@Ep44 | score=1003.8295 AUC=0.8218 Acc=0.8330 F1=0.5924 PEHE=0.0326 dCATE=0.1559 Sens=0.0408 thr=0.20 feasible=1
[Full DLC (SOTA)] Epoch 45/65 | loss_total=2.1291 recon=0.0097 hsic=0.0206 pred=0.2983 distill=0.3575
[Full DLC (SOTA)] Val@Ep48 | score=1003.7807 AUC=0.8085 Acc=0.8341 F1=0.5755 PEHE=0.0324 dCATE=0.1357 Sens=0.0376 thr=0.19 feasible=1
[Full DLC (SOTA)] Epoch 50/65 | loss_total=2.1182 recon=0.0095 hsic=0.0206 pred=0.2961 distill=0.3629
[Full DLC (SOTA)] Val@Ep52 | score=1003.7905 AUC=0.8149 Acc=0.8318 F1=0.5770 PEHE=0.0318 dCATE=0.1521 Sens=0.0461 thr=0.20 feasible=1
[Full DLC (SOTA)] Epoch 55/65 | loss_total=2.1133 recon=0.0094 hsic=0.0206 pred=0.2951 distill=0.3662
[Full DLC (SOTA)] Val@Ep56 | score=1003.7231 AUC=0.8104 Acc=0.8196 F1=0.5525 PEHE=0.0282 dCATE=0.1388 Sens=0.0423 thr=0.18 feasible=1
[Full DLC (SOTA)] Val@Ep60 | score=1003.7820 AUC=0.8115 Acc=0.8341 F1=0.5731 PEHE=0.0356 dCATE=0.1529 Sens=0.0465 thr=0.20 feasible=1
[Full DLC (SOTA)] Epoch 60/65 | loss_total=2.0915 recon=0.0092 hsic=0.0203 pred=0.2911 distill=0.3716
[Full DLC (SOTA)] Val@Ep64 | score=1003.7296 AUC=0.8036 Acc=0.8296 F1=0.5487 PEHE=0.0313 dCATE=0.1439 Sens=0.0438 thr=0.19 feasible=1
[Full DLC (SOTA)] Early stop at epoch 64 (best_epoch=16, best_score=1004.0172)
[Full DLC (SOTA)] Restored best checkpoint at epoch 16 (score=1004.0172, thr=0.25)
[w/o VAE] Epoch 5/45 | loss_total=1.4540 recon=0.0359 hsic=0.0235 pred=0.3495 distill=0.0000
[w/o VAE] Val@Ep8 | score=1003.9304 AUC=0.8241 Acc=0.8575 F1=0.6384 PEHE=0.0510 dCATE=0.1129 Sens=0.0093 thr=0.27 feasible=1
[w/o VAE] Epoch 10/45 | loss_total=1.4156 recon=0.0161 hsic=0.0230 pred=0.3466 distill=0.0000
